
0.19244	5.669954
-0.114995	5.515063
-0.391921	5.360171
-0.657114	5.195893
-0.887104	5.151303
-1.262597	5.062123
-1.417488	5.008146
-1.560645	4.874377
-1.736658	4.775809
-1.936139	4.68663
-2.198985	4.787544
-2.4102	4.874377
-2.5956	4.930701
-2.771612	4.951822

-2.771612	4.951822
-2.860792	4.963556
-3.003949	4.97529
-3.301997	5.052736
-3.611779	5.106713
-3.832382	5.184159
-4.238384	5.163037
-4.679589	5.106713
-5.19824	5.041002
-5.341397	5.008146
-5.430576	5.017534
-5.585468	4.984678
-5.848313	4.918966
-6.08065	4.796931
-6.223807	4.754688
-6.444409	4.677242
-6.64389	4.599797
-6.787047	4.543473
-6.87388	4.489496
-7.106217	4.388582
-7.293964	4.27828
-7.491098	4.257159

-7.491098	4.257159
-7.523953	4.245425
-7.735169	4.334604
-8.164639	4.489496
-8.483809	4.588063
-8.835834	4.808665
-9.112761	5.008146
-9.464786	5.33905
-9.807424	5.681688

-9.807424	5.681688
-10.004558	5.845966
-10.204039	5.989123
-10.412907	6.078303
-10.523209	6.13228
-10.645244	6.254316
-10.800135	6.364617
-10.886968	6.385738
-11.009004	6.409207
-11.095836	6.49604
-11.152161	6.507774
-11.185016	6.561751
-11.19675	6.594607
-11.152161	6.606341
-11.131039	6.639197
-11.163895	6.672052
-11.307052	6.761232
-11.351642	6.803475

-11.351642	6.803475
-11.461943	6.892655
-11.7905	7.047546
-12.121403	7.178969
-12.299763	7.256414
-12.342006	7.322126
-12.365474	7.453548
-12.562608	7.641295
-12.705765	7.728128
-12.773824	7.805574
-12.794945	8.035563
-12.905246	8.122396
-13.036669	8.122396
-13.069525	8.265553
-13.048403	8.36412
-12.970958	8.474422
-12.982692	8.495543
-13.081259	8.551867
-13.114115	8.692677
-13.092993	8.802979
-13.114115	8.856956
-13.170439	8.922667
-13.179826	9.011847

-13.179826	9.011847
-13.19156	9.021234
-13.247884	9.176125
-13.32533	9.262958
-13.391041	9.361525
-13.522464	9.481214
-13.55532	9.612637
-13.653887	9.678348
-13.754801	9.798037
-13.919079	9.938847
-14.02938	9.971702

-12.431186	7.498138
-12.452307	7.486404
-12.541487	7.530994
-12.651788	7.486404
-12.762089	7.486404
-12.705765	7.408959
-12.586077	7.366715
-12.485163	7.376103
-12.431186	7.498138

-49.917183	-0.018775
-49.774026	0.004694
-49.762292	0.136116
-49.863206	0.225296

-50.027484	0.957509
-49.950039	1.056076
-49.973507	1.213314
-49.961773	1.300147
-49.884327	1.478506
-49.863206	1.731964

-59.708179	8.277287
-59.773891	8.310143
-59.905313	8.462687

-57.060949	5.791989
-57.117273	5.90229
-57.161863	6.066569
-57.272164	6.26605
-57.391853	6.308293
-57.546744	6.442062
-57.657045	6.585219
-57.767347	6.704908
-57.987949	6.836331
-58.208552	6.871533
-58.396299	6.836331
-58.5066	6.803475
-58.518334	6.803475
-58.483131	6.904389
-58.46201	7.01469
-58.46201	7.1555
-58.494866	7.354981
-58.572311	7.507526
-58.649757	7.606093
-58.769445	7.716394
-58.947805	7.847817
-59.168407	8.023829
-59.356154	8.220963
-59.520433	8.319531
-59.642468	8.375855
-59.642468	8.319531
-59.642468	8.265553
-59.696445	8.298409
-59.708179	8.277287

-54.028838	5.482207
-54.028838	5.547918
-53.974861	5.735665
-53.986595	5.791989
-54.38321	5.935146
-54.779826	5.968002
-55.000428	5.968002
-55.045018	5.956268
-55.110729	5.869435
-55.307863	5.890556
-55.617646	5.911678
-55.805393	5.8577
-55.90396	5.801376
-55.925081	5.824845
-56.279453	5.834232
-56.500056	5.90229
-56.774635	5.956268
-56.863815	6.012592
-56.929527	5.956268
-56.974116	5.8577
-57.060949	5.791989

-51.592823	4.069412
-51.581089	4.135123
-51.571702	4.299402
-51.759449	4.531739
-51.82516	4.510617
-52.034028	4.73122
-52.165451	4.841521
-52.233509	4.930701
-52.454112	5.106713
-52.740426	5.261604
-53.047861	5.38364
-53.301319	5.482207
-53.512535	5.538531
-53.599368	5.580774
-53.742524	5.714544
-53.798848	5.723931
-53.90915	5.547918
-54.028838	5.482207

-50.19411	0.457633
-50.248087	0.413043
-50.337267	0.314476
-50.337267	0.204175
-50.215231	0.058671
-50.048606	0.037549

-49.863206	0.225296
-50.006363	0.248765
-50.126052	0.335597
-50.19411	0.457633

-50.931016	-0.007041
-50.733882	0.213562
-50.578991	0.32621
-50.435834	0.525691
-50.280943	0.701704
-50.158907	0.769762
-50.027484	0.957509

-49.863206	1.731964
-50.083808	1.800023
-50.346654	1.80941
-50.445221	1.910324
-50.468689	2.020625
-50.555522	2.285817
-50.665824	2.619068
-50.820715	2.994562
-50.931016	3.3372
-50.963872	3.62586
-50.963872	3.780751
-51.053051	3.935643
-51.196208	4.135123
-51.294775	4.233691
-51.362834	4.27828
-51.383955	4.290015
-51.405077	4.189101
-51.482522	4.057678
-51.592823	4.069412

-59.905313	8.462687
-60.027349	8.561255
-60.18224	8.59411
-60.280807	8.584723
-60.50141	8.40871
-60.632832	8.462687
-60.778336	8.486156
-60.942615	8.507277
-60.954349	8.584723
-60.820579	8.584723
-60.677422	8.671556
-60.644567	8.781857
-60.733746	8.758389
-60.743134	8.922667
-60.820579	9.23949
-60.921493	9.415503
-61.163217	9.546925
-61.372085	9.591515
-61.395554	9.600903
-61.472999	9.678348
-61.559832	9.69947
-61.649012	9.765181
-61.726458	9.798037
-61.735845	9.809771
-61.792169	9.852014
-61.803903	9.852014
-61.85788	9.842627
-62.022159	9.875482
-62.13246	9.875482
-62.26623	9.798037
-62.409387	9.896604

-80.038812	9.065824
-79.994222	9.086946
-79.883921	9.110414
-79.851065	9.23949
-79.862799	9.46948
-79.719642	9.591515
-79.487306	9.612637
-79.254969	9.612637
-79.156402	9.600903
-79.111812	9.546925
-78.9358	9.502335
-78.726931	9.46948
-78.52745	9.415503
-78.29746	9.361525
-78.097979	9.251224
-77.954822	9.131535
-77.832787	9.021234
-77.713098	8.934401
-77.569942	8.781857

-77.900845	7.24468
-78.065124	7.408959
-78.229402	7.596705
-78.363172	7.904141
-78.339703	8.068419
-78.29746	8.298409
-78.196546	8.375855
-78.065124	8.375855
-78.187159	8.486156
-78.440617	8.429832
-78.583774	8.626966
-78.837232	8.791244
-79.078957	8.922667
-79.344149	8.967257
-79.642197	8.856956
-79.740764	8.68329
-79.907389	8.429832

-77.900845	7.24468
-77.900845	7.20009
-77.844521	7.101523
-77.745954	6.937245
-77.722486	6.859799
-77.635653	6.716642
-77.480762	6.672052
-77.41505	6.585219
-77.41505	6.409207
-77.424438	6.26605
-77.480762	6.144014
-77.424438	5.935146
